anonID,eProfileClass,fuelTypes,ACORN_Category,ACORN_Group,ACORN_Type,ACORN_Code,ACORN_Description,NUTS4,LACode,NUTS1,gspGroup,LDZ,Elec_Tout,Gas_Tout
267,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,UKJ,_J,SE,0,0
269,1,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",UKF1601,37UD,UKF,_B,EM,0,0
270,1,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKL1503,00PF,UKL,_K,WS,1,1
271,1,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKG2407,41UH,UKG,_E,WM,0,0
272,1,Dual,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",UKJ3301,24UB,UKJ,_H,SO,1,0
273,1,Dual,5,N,48,"5 ,N ,48","Families and single parents, semis and terraces",UKF1400,00FY,UKF,_B,EM,0,0
274,1,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKJ3302,24UC,UKJ,_H,SO,1,1
277,2,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKF1602,37UE,UKF,_B,EM,0,0
278,1,ElecOnly,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKL1503,00PF,UKL,_K,--,0,0
279,1,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKF2307,34UH,UKF,_B,EM,0,0
280,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",UKL2103,00PP,UKL,_K,--,0,0
281,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,UKL2104,00PR,UKL,_K,--,1,0
282,1,ElecOnly,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",--,--,UKM,_P,--,1,0
283,1,ElecOnly,3,J,35,"3 ,J ,35","Elderly singles, purpose built flats",UKJ3302,24UC,UKJ,_H,--,0,0
285,1,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKF2202,31UC,UKF,_B,EM,0,0
286,1,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,--,--,UKF,_B,--,0,0
287,2,Dual,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,UKG,_B,WM,0,0
288,2,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,UKF2204,31UE,UKF,_B,--,0,0
289,1,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,UKM3800,00RF,UKM,_N,SC,0,0
290,1,Dual,3,J,35,"3 ,J ,35","Elderly singles, purpose built flats",--,--,UKJ,_J,SE,0,0
291,1,ElecOnly,1,B,6,"1 ,B ,6",Farming communities,UKM2701,00RB,UKM,_P,--,1,0
292,1,Dual,2,D,14,"2 ,D ,14",Older professionals in suburban houses and apartments,UKM2701,00RB,UKM,_P,SC,0,1
293,2,ElecOnly,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKG3300,00CQ,UKG,_B,--,0,0
294,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,--,--,UKG,_E,WM,0,0
295,1,Dual,5,O,51,"5 ,O ,51","Single parents and pensioners, council terraces",UKF2100,00FN,UKF,_B,EM,0,0
296,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,UKJ,_H,--,0,0
297,1,ElecOnly,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKJ3301,24UB,UKJ,_H,--,0,0
298,1,ElecOnly,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKF1503,37UF,UKF,_B,--,0,0
299,1,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKG3401,00CR,UKG,_E,WM,0,0
300,1,ElecOnly,5,N,49,"5 ,N ,49","Large families and single parents, many children",UKL1503,00PF,UKL,_K,--,0,0
301,2,ElecOnly,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,UKF,_B,--,0,0
302,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",--,--,UKG,_E,WM,0,0
303,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,UKL2103,00PP,UKL,_K,--,1,0
304,1,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKL1604,00PK,UKL,_K,WS,1,1
305,2,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF3003,32UD,UKF,_B,EM,0,0
306,2,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,--,--,UKF,_B,--,0,0
307,1,ElecOnly,2,F,22,"2 ,F ,22","Low income singles, small rented flats",UKM2701,00RB,UKM,_P,--,0,0
308,2,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",--,--,UKG,_B,WM,0,0
309,2,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKF1504,37UG,UKF,_B,EM,0,0
310,1,Dual,4,L,40,"4 ,L ,40",Young working families,UKL1606,00PM,UKL,_K,WS,1,1
311,2,ElecOnly,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",--,--,UKG,_B,--,0,0
312,1,ElecOnly,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",UKL2207,00PT,UKL,_K,--,0,0
313,2,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,--,--,--,0,0
314,1,ElecOnly,5,N,48,"5 ,N ,48","Families and single parents, semis and terraces",UKL2104,00PR,UKL,_K,--,0,0
315,1,ElecOnly,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",UKJ3301,24UB,UKJ,_H,--,0,0
317,1,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKG3200,00CT,UKG,_E,WM,0,0
318,1,Dual,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",UKJ2310,43UL,UKJ,_H,--,1,1
319,1,Dual,3,H,27,"3 ,H ,27","Middle income, home owning areas",--,--,UKG,_E,WM,0,0
320,1,ElecOnly,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKJ2308,43UJ,UKJ,_H,--,1,0
321,2,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,UKF2304,34UE,UKF,_B,EM,0,0
322,1,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKM3800,00RF,UKM,_N,SC,0,0
323,1,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",--,--,--,--,--,0,0
324,1,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",--,--,UKJ,_H,SO,1,1
325,2,Dual,3,G,24,"3 ,G ,24","Young couples, flats and terraces",--,--,UKF,_B,EM,0,0
326,1,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",UKL2206,00PD,UKL,_K,--,0,0
327,2,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",UKF3003,32UD,UKF,_B,EM,0,0
328,1,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,--,--,--,--,--,0,0
329,2,ElecOnly,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKF2307,34UH,UKF,_B,--,0,0
330,1,ElecOnly,1,A,3,"1 ,A ,3",Villages with wealthy commuters,--,--,UKF,_B,--,0,0
331,1,Dual,4,L,40,"4 ,L ,40",Young working families,UKM3800,00RF,UKM,_N,SC,1,1
332,1,ElecOnly,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKJ3301,24UB,UKJ,_H,--,1,0
334,1,Dual,3,H,27,"3 ,H ,27","Middle income, home owning areas",--,--,UKJ,_B,--,0,0
335,2,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,UKF1100,00FK,UKF,_B,EM,0,0
336,1,Dual,3,H,27,"3 ,H ,27","Middle income, home owning areas",UKM2101,00QC,UKM,_P,SC,1,1
338,1,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,UKM2101,00QC,UKM,_P,--,0,0
339,1,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",--,--,UKG,_E,WM,0,0
340,1,Dual,3,H,31,"3 ,H ,31",Home owning Asian family areas,UKF2100,00FN,UKF,_B,EM,0,0
341,1,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",--,--,UKK,_E,SW,0,0
342,2,ElecOnly,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",--,--,UKG,_B,--,0,0
343,2,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",UKF1603,37UJ,UKF,_B,EM,0,0
344,1,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",--,--,UKG,_E,WM,0,0
345,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKJ3306,24UG,UKJ,_H,SO,1,1
346,1,ElecOnly,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",UKI2106,00BC,UKI,_C,NT,0,0
347,1,Dual,5,N,47,"5 ,N ,47","Low income families, terraced estates",UKG3501,00CU,UKG,_E,WM,0,0
348,2,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",--,--,--,--,--,0,0
349,2,ElecOnly,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",--,--,UKF,_B,--,0,0
351,2,ElecOnly,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,UKG1305,44UF,UKG,_B,--,0,0
352,1,ElecOnly,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKM2701,00RB,UKM,_P,--,1,0
354,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ2303,43UD,UKJ,_H,SO,0,0
355,1,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",--,--,--,--,--,0,0
356,1,Dual,5,O,50,"5 ,O ,50","Single elderly people, council flats",UKM2102,00QJ,UKM,_P,SC,0,0
357,1,ElecOnly,1,B,6,"1 ,B ,6",Farming communities,UKM2701,00RB,UKM,_P,--,0,0
358,1,ElecOnly,1,B,6,"1 ,B ,6",Farming communities,UKL2103,00PP,UKL,_K,--,1,0
359,1,ElecOnly,3,H,29,"3 ,H ,29",Mature families in suburban semis,--,--,UKL,_K,--,0,0
360,1,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",--,--,UKK,_E,SW,0,0
362,1,ElecOnly,1,B,7,"1 ,B ,7","Old people, detached homes",--,--,UKJ,_J,SE,0,0
363,1,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKF2100,00FN,UKF,_B,EM,0,0
364,1,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",--,--,--,--,--,0,0
366,1,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKJ2308,43UJ,UKJ,_H,SO,1,1
367,2,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,--,--,UKG,_E,WM,0,0
368,2,ElecOnly,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",--,--,UKF,_B,--,0,0
369,1,Dual,3,H,27,"3 ,H ,27","Middle income, home owning areas",--,--,UKF,_B,EM,0,0
370,2,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",--,--,UKF,_B,EM,0,0
372,2,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKG3300,00CQ,UKG,_B,WM,0,0
373,1,ElecOnly,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",--,--,UKF,_B,--,0,0
374,1,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",UKF1501,37UB,UKF,_B,--,0,0
376,1,ElecOnly,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKJ2403,45UD,UKJ,_H,--,0,0
378,1,ElecOnly,3,I,33,"3 ,I ,33","Middle income, older couples",UKL1604,00PK,UKL,_K,--,0,0
379,1,ElecOnly,5,Q,56,"5 ,Q ,56",Multi-ethnic crowded flats,--,--,UKI,_C,SE,0,0
380,2,Dual,3,H,27,"3 ,H ,27","Middle income, home owning areas",--,--,UKG,_E,WM,0,0
382,1,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,--,--,UKF,_B,--,0,0
383,1,ElecOnly,5,N,46,"5 ,N ,46","Low income, routine jobs, terraces and flats",UKL1503,00PF,UKL,_K,--,0,0
384,1,Dual,5,N,46,"5 ,N ,46","Low income, routine jobs, terraces and flats",UKM2101,00QC,UKM,_P,SC,0,0
385,1,Dual,2,F,21,"2 ,F ,21","Singles and sharers, multi-ethnic areas",UKG3100,00CN,UKG,_E,WM,0,0
386,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ2407,45UH,UKJ,_J,SE,0,0
387,1,Dual,3,J,36,"3 ,J ,36","Older people, flats",--,--,UKL,_K,WS,0,0
388,1,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",--,--,UKF,_B,--,0,0
391,2,Dual,6,U,57,"6 ,U ,57",Unclassified,--,--,UKF,_B,EM,0,0
392,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,--,--,--,0,0
393,2,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKG2408,41UK,UKG,_B,WM,0,0
394,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKM2101,00QC,UKM,_P,SC,0,0
395,1,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",UKL1605,00PL,UKL,_K,WS,1,1
396,2,Dual,5,N,47,"5 ,N ,47","Low income families, terraced estates",UKF2305,34UF,UKF,_B,EM,0,0
397,1,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKF1504,37UG,UKF,_B,EM,0,0
398,1,ElecOnly,6,U,57,"6 ,U ,57",Unclassified,--,--,UKL,_K,--,0,0
399,1,Dual,5,P,54,"5 ,P ,54","Singles and single parents, high-rise estates",UKM3800,00RF,UKM,_N,SC,1,1
400,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKF1301,17UB,UKF,_B,EM,0,0
401,1,Dual,2,D,14,"2 ,D ,14",Older professionals in suburban houses and apartments,UKM2701,00RB,UKM,_P,SC,1,1
403,2,Dual,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,UKF2203,31UD,UKF,_B,EM,0,0
405,1,ElecOnly,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKF1601,37UD,UKF,_B,--,0,0
406,1,ElecOnly,4,M,42,"4 ,M ,42","Home owning families, terraces",UKL1503,00PF,UKL,_K,--,1,0
407,2,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKG1305,44UF,UKG,_B,WM,0,0
408,1,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,UKF1100,00FK,UKF,_B,--,0,0
409,2,ElecOnly,5,N,47,"5 ,N ,47","Low income families, terraced estates",--,--,UKF,_B,--,0,0
410,1,ElecOnly,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,--,--,--,--,--,0,0
411,1,ElecOnly,5,N,48,"5 ,N ,48","Families and single parents, semis and terraces",--,--,--,--,--,0,0
412,1,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKJ2303,43UD,UKJ,_H,SO,1,1
413,2,ElecOnly,3,H,31,"3 ,H ,31",Home owning Asian family areas,UKF2100,00FN,UKF,_B,--,0,0
414,1,Dual,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKJ2310,43UL,UKJ,_H,SO,1,1
415,1,ElecOnly,2,F,22,"2 ,F ,22","Low income singles, small rented flats",UKM2101,00QC,UKM,_P,--,0,0
416,2,Dual,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,--,--,UKF,_B,EM,0,0
417,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKF1100,00FK,UKF,_B,EM,0,0
418,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",--,--,UKJ,_J,SE,0,0
419,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKJ2303,43UD,UKJ,_H,SO,1,1
420,1,ElecOnly,1,B,6,"1 ,B ,6",Farming communities,UKM2701,00RB,UKM,_P,--,1,0
421,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKG3100,00CN,UKG,_E,WM,0,0
422,1,ElecOnly,1,B,6,"1 ,B ,6",Farming communities,UKM1002,00QB,UKM,_P,--,1,0
423,1,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKF2301,34UB,UKF,_B,EM,0,0
424,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",--,--,UKF,_B,EM,0,0
425,1,Dual,5,N,47,"5 ,N ,47","Low income families, terraced estates",UKM3800,00RF,UKM,_N,SC,0,0
426,1,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKL1604,00PK,UKL,_K,WS,0,1
427,2,ElecOnly,3,H,27,"3 ,H ,27","Middle income, home owning areas",UKF2204,31UE,UKF,_B,--,0,0
429,1,ElecOnly,4,M,42,"4 ,M ,42","Home owning families, terraces",UKL1503,00PF,UKL,_K,WS,1,0
430,1,Dual,5,N,44,"5 ,N ,44","Low income larger families, semis",UKF3006,32UG,UKF,_B,EM,0,0
431,1,ElecOnly,2,F,22,"2 ,F ,22","Low income singles, small rented flats",UKM2101,00QC,UKM,_P,--,1,0
432,1,Dual,4,M,41,"4 ,M ,41","Skilled workers, semis and terraces",UKM2101,00QC,UKM,_P,SC,0,1
433,1,Dual,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKM3800,00RF,UKM,_N,SC,1,1
434,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKL1604,00PK,UKL,_K,WS,1,1
435,2,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKF1601,37UD,UKF,_B,EM,0,0
436,1,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",UKL1606,00PM,UKL,_K,WS,1,1
437,1,ElecOnly,2,F,21,"2 ,F ,21","Singles and sharers, multi-ethnic areas",UKI1206,00BB,UKI,_C,NT,0,0
438,1,Dual,5,N,46,"5 ,N ,46","Low income, routine jobs, terraces and flats",UKM2101,00QC,UKM,_P,SC,0,1
440,1,ElecOnly,1,B,5,"1 ,B ,5",Older affluent professionals,UKJ3306,24UG,UKJ,_H,--,1,0
441,1,ElecOnly,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKJ3302,24UC,UKJ,_H,--,1,0
442,2,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKF1100,00FK,UKF,_B,EM,0,0
443,1,Dual,1,A,3,"1 ,A ,3",Villages with wealthy commuters,UKM2701,00RB,UKM,_P,SC,0,0
445,2,ElecOnly,4,L,39,"4 ,L ,39","Skilled older families, terraces",UKG3300,00CQ,UKG,_B,--,0,0
446,1,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",--,--,UKF,_B,EM,0,0
447,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",--,--,UKJ,_J,SE,0,0
448,2,Dual,4,M,43,"4 ,M ,43","Older people, rented terraces",--,--,UKG,_E,WM,0,0
449,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKM2101,00QC,UKM,_P,SC,0,0
450,1,Dual,2,F,22,"2 ,F ,22","Low income singles, small rented flats",UKJ2303,43UD,UKJ,_H,SO,1,1
451,1,Dual,1,B,7,"1 ,B ,7","Old people, detached homes",--,--,UKG,_E,WM,0,0
452,1,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKM3800,00RF,UKM,_N,SC,1,1
453,1,Dual,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",--,--,UKF,_B,EM,0,0
454,2,ElecOnly,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,--,_B,--,0,0
455,1,Dual,5,P,53,"5 ,P ,53","Old people, many high-rise flats",--,--,--,--,--,0,0
457,1,ElecOnly,1,A,3,"1 ,A ,3",Villages with wealthy commuters,--,--,UKJ,_H,--,1,0
458,1,Dual,5,N,45,"5 ,N ,45","Low income, older people, smaller semis",UKL1604,00PK,UKL,_K,WS,0,0
459,2,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKG1302,44UC,UKG,_B,WM,0,0
460,2,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKF2305,34UF,UKF,_B,EM,0,0
461,1,Dual,5,O,51,"5 ,O ,51","Single parents and pensioners, council terraces",UKG3100,00CN,UKG,_E,WM,0,0
462,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,--,--,UKG,_E,WM,0,0
463,1,ElecOnly,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKL2103,00PP,UKL,_K,--,1,0
464,1,ElecOnly,1,B,7,"1 ,B ,7","Old people, detached homes",UKM2701,00RB,UKM,_P,--,1,0
465,1,Dual,2,F,21,"2 ,F ,21","Singles and sharers, multi-ethnic areas",--,--,UKI,_C,EA,0,0
466,1,ElecOnly,2,D,14,"2 ,D ,14",Older professionals in suburban houses and apartments,UKM2102,00QJ,UKM,_P,--,0,0
467,2,Dual,5,N,44,"5 ,N ,44","Low income larger families, semis",--,--,UKF,_B,EM,0,0
468,1,ElecOnly,5,O,50,"5 ,O ,50","Single elderly people, council flats",--,--,UKL,_K,--,1,0
469,1,Dual,2,E,19,"2 ,E ,19",Suburban privately renting professionals,UKM2102,00QJ,UKM,_P,SC,1,1
470,2,ElecOnly,1,B,7,"1 ,B ,7","Old people, detached homes",--,--,UKF,_B,--,0,0
471,1,Dual,5,N,46,"5 ,N ,46","Low income, routine jobs, terraces and flats",--,--,UKF,_B,EM,0,0
472,2,Dual,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKF2306,34UG,UKF,_B,EM,0,0
473,1,Dual,1,C,9,"1 ,C ,9","Older families, prosperous suburbs",--,--,UKF,_B,EM,0,0
474,1,ElecOnly,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",--,--,UKJ,_J,SE,1,0
475,1,Dual,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,--,--,--,0,0
477,1,ElecOnly,2,E,19,"2 ,E ,19",Suburban privately renting professionals,UKJ3301,24UB,UKJ,_H,--,0,0
478,1,Dual,3,H,28,"3 ,H ,28",Working families with mortgages,UKM2701,00RB,UKM,_P,SC,0,0
479,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",--,--,UKJ,_J,SE,0,0
480,1,ElecOnly,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKL2103,00PP,UKL,_K,--,1,0
481,1,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,UKJ2310,43UL,UKJ,_H,SO,0,0
482,2,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,UKF2100,00FN,UKF,_B,--,0,0
483,1,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",--,--,UKK,_E,SW,0,0
484,1,Dual,3,I,32,"3 ,I ,32",Retired home owners,UKM2101,00QC,UKM,_P,SC,1,1
486,1,ElecOnly,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",--,--,--,--,--,1,0
487,1,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",UKJ2308,43UJ,UKJ,_H,SO,1,1
488,1,ElecOnly,1,C,11,"1 ,C ,11","Well-off managers, detached houses",UKL2103,00PP,UKL,_K,--,0,0
489,1,Dual,1,A,1,"1 ,A ,1","Wealthy mature professionals, large houses",--,--,UKK,_E,SW,0,0
490,1,Dual,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,UKJ2308,43UJ,UKJ,_H,SO,1,1
491,1,Dual,5,O,52,"5 ,O ,52","Families and single parents, council flats",--,--,UKF,_B,EM,0,0
492,1,Dual,3,J,36,"3 ,J ,36","Older people, flats",UKG3200,00CT,UKG,_E,WM,0,0
493,1,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",UKM3800,00RF,UKM,_N,SC,0,0
494,1,ElecOnly,3,J,36,"3 ,J ,36","Older people, flats",UKM2701,00RB,UKM,_P,--,1,0
495,2,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",--,--,UKF,_B,EM,0,0
496,1,Dual,5,P,53,"5 ,P ,53","Old people, many high-rise flats",UKF1400,00FY,UKF,_B,EM,0,0
498,2,Dual,3,I,33,"3 ,I ,33","Middle income, older couples",UKF2304,34UE,UKF,_B,EM,0,0
499,2,Dual,3,H,30,"3 ,H ,30",Established home owning workers,UKF2202,31UC,UKF,_B,EM,0,0
500,1,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKF1304,17UG,UKF,_B,EM,0,0
501,1,ElecOnly,1,C,11,"1 ,C ,11","Well-off managers, detached houses",--,--,UKF,_B,--,0,0
502,2,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,--,--,UKG,_E,WM,0,0
504,1,Dual,3,J,35,"3 ,J ,35","Elderly singles, purpose built flats",UKM2102,00QJ,UKM,_P,SC,1,1
505,1,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,UKL1606,00PM,UKL,_K,--,0,0
507,1,ElecOnly,3,H,27,"3 ,H ,27","Middle income, home owning areas",--,--,--,--,--,0,0
508,2,Dual,1,C,10,"1 ,C ,10",Well-off working families with mortgages,UKF1504,37UG,UKF,_B,EM,0,0
509,1,ElecOnly,3,H,28,"3 ,H ,28",Working families with mortgages,UKM3800,00RF,UKM,_N,SC,0,0
510,2,Dual,3,G,24,"3 ,G ,24","Young couples, flats and terraces",--,--,UKF,_B,EM,0,0
511,1,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",UKL2104,00PR,UKL,_K,WS,1,1
512,1,ElecOnly,1,B,7,"1 ,B ,7","Old people, detached homes",--,--,--,--,--,1,0
513,1,ElecOnly,2,F,22,"2 ,F ,22","Low income singles, small rented flats",UKM2101,00QC,UKM,_P,--,1,0
514,2,Dual,1,A,4,"1 ,A ,4","Well-off managers, larger houses",UKF2202,31UC,UKF,_B,EM,0,0
515,1,Dual,1,B,5,"1 ,B ,5",Older affluent professionals,UKF1603,37UJ,UKF,_B,EM,0,0
516,1,Dual,3,H,31,"3 ,H ,31",Home owning Asian family areas,UKG3100,00CN,UKG,_E,WM,0,0
517,1,Dual,3,G,24,"3 ,G ,24","Young couples, flats and terraces",--,--,UKJ,--,--,0,0
518,1,ElecOnly,1,B,6,"1 ,B ,6",Farming communities,UKM2701,00RB,UKM,_P,--,0,0
519,1,ElecOnly,1,B,6,"1 ,B ,6",Farming communities,UKM2701,00RB,UKM,_P,--,1,0
520,1,Dual,3,H,29,"3 ,H ,29",Mature families in suburban semis,--,--,UKL,_K,WS,1,1
521,1,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,UKF1502,37UC,UKF,_B,--,0,0
522,1,ElecOnly,1,A,2,"1 ,A ,2",Wealthy working families with mortgages,UKJ3301,24UB,UKJ,_H,--,1,0
524,1,Dual,4,M,42,"4 ,M ,42","Home owning families, terraces",UKL1504,00PH,UKL,_K,WS,1,0
525,1,Dual,3,I,34,"3 ,I ,34","Lower incomes, older people, semis",UKM2101,00QC,UKM,_P,SC,1,1
526,1,ElecOnly,3,H,30,"3 ,H ,30",Established home owning workers,UKL2104,00PR,UKL,_K,--,1,0
527,1,ElecOnly,2,D,13,"2 ,D ,13","Well-off professionals, larger houses and converted flats",UKI1205,00AZ,UKI,_C,--,0,0
528,1,Dual,1,B,8,"1 ,B ,8","Mature couples, smaller detached homes",UKF1501,37UB,UKF,_B,EM,0,0
529,1,Dual,3,G,25,"3 ,G ,25","White-collar singles/sharers, terraces",--,--,UKF,_B,EM,0,0
531,1,ElecOnly,4,M,42,"4 ,M ,42","Home owning families, terraces",--,--,UKG,_B,--,0,0
532,1,Dual,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,--,--,UKJ,_J,SE,0,0
533,1,ElecOnly,3,H,26,"3 ,H ,26",Younger white-collar couples with mortgages,UKM2102,00QJ,UKM,_P,--,1,0
